id,pages,reliability,comment,cognate_judgement_id,source_id
20015,233,A,,19982,47
20016,233,A,,19983,47
20030,,A,,19997,48
20039,957,A,,20006,47
19901,54-55,A,,19869,47
20051,,A,,20018,56
20056,,A,,20023,48
20058,227,A,,20025,47
20064,227,A,,20031,47
20065,227,A,,20032,47
20069,,A,,20036,56
20073,227,A,,20040,47
20081,422,A,,20048,75
49608,93,,,57327,83
20319,718,A,,20283,47
20321,718,A,,20285,47
20317,719,X,This is not the basic Latin word with this meaning.,20281,47
20328,718,A,,20292,47
20331,718,A,,20295,47
20329,718,L,Borrowed from Latin.,20293,47
20195,79-81,A,,20161,47
20212,,A,,20178,56
20271,,A,,20236,48
20288,,A,,20252,47
20310,1056-1057,A,,20274,47
20311,1056-1057,A,,20275,47
20312,,A,,20276,56
20323,,A,,20287,48
20335,316,A,,20299,69
20339,,A,,20303,48
20325,718,L,Borrowed from Latin.,20289,47
20324,718,L,Borrowed from Latin.,20288,47
20318,719,A,,20282,47
20362,718,A,,20326,47
20363,718,A,,20327,47
20364,718,A,,20328,47
20365,718,A,,20329,47
20367,718-720,A,,20331,47
20376,720-721,B,,20340,47
20377,720-721,B,,20341,47
20379,720-721,B,,20343,47
20386,,B,,20351,56
20390,,B,,20355,56
20391,,B,,20356,56
20397,159,A,,20360,68
20398,159,A,,20361,68
20334,,A,,20298,48
20265,693,A,,20230,47
20356,,A,,20320,48
20405,,A,,20368,48
20410,,A,,20373,48
20420,522-523,A,,20383,47
20421,522-523,A,,20384,47
49609,452,,,57334,83
20520,,A,,20482,48
20532,,A,,20494,56
20571,1258,A,,20533,47
20573,1258,A,,20535,47
20583,,A,,20544,56
20606,354,A,,20568,75
20610,,A,,20572,56
20613,1040-1044,A,,20575,47
20619,,A,,20580,48
20748,135-137,A,,20703,47
20758,137-138,L,,17174,47
20763,137-138,B,,20709,47
20775,,A,,20719,48
20696,200,A,,20656,47
20705,200,A,,20665,47
20745,,A,,17830,56
20766,,A,,20712,48
20781,1.519ff,A,,20725,47
20787,,A,,20731,48
20788,,A,,20732,48
20790,,A,,20734,48
20793,,A,,20737,48
20798,416,A,,20742,75
20801,,A,,20745,48
20811,,A,,20755,48
20815,416,A,,20759,75
20866,336f,A,,20809,50
20875,418,A,,20818,75
20880,,A,,20823,69
20890,,A,,20833,48
20895,524,A,,20838,69
49610,403,,,57335,136
21141,,A,,21081,48
21142,,A,,21082,48
21143,,B,,21083,48
21037,150,A,,20976,69
21054,419f,A,,20994,75
21070,208f,A,,21010,47
21078,208f,A,,21019,47
21084,243,A,,21024,47
21085,243,A,,21025,47
21092,243,A,,21032,47
21094,243,A,,21034,47
21098,243,A,,21038,47
21110,208f,A,,21050,47
21189,,A,membership relies on correctness of the link given in Walde,21126,48
21190,,A,membership relies on correctness of the link given in Walde,21127,48
21210,48,A,,21146,76
21214,,A,,21150,48
21216,,A,,21152,48
21221,38,A,,21157,76
21226,,A,,21162,48
21243,,A,,21179,48
21247,55,A,,21183,76
21257,,A,,21193,48
21436,,L,"prob. fr. ON HŪSBONDI 'man of the house, husband' (Buck)",21369,48
21437,,A,,21370,47
21447,569,L,< Fr. < Lat.,21380,47
21380,887,A,,21316,47
21420,,A,fr. Lat. FRUCTUS (Buck),21353,48
21386,,A,,21322,48
21424,,A,fr. Lat. FRUCTUS (Buck),21357,48
21427,,A,fr. Lat. FRUCTUS (Buck),21360,48
21428,,A,fr. Lat. FRUCTUS (Buck),21361,48
21440,,A,fr. < OF POUSSER 'to breathe with difficulty' < Lat. PULSARE,21373,47
21456,,A,comp. Arm.,21389,48
21524,,A,,21456,48
21525,,A,,21457,48
21526,,A,,21458,48
21527,422,A,,21459,75
21529,,B,,21461,48
21530,,B,,21462,48
21532,,A,,21464,48
21533,,A,,21465,48
21534,,A,,21466,48
21535,,A,,21467,48
21538,,B,,21470,48
21544,,B,,21476,48
21548,270,A,,21480,69
49611,108,,,57346,83
21550,,A,,21482,48
21558,,L,,21490,48
21561,,L,loan fr. Sanskrit,21493,48
21562,369,C,prob. loanword (like Nepali),21493,69
21563,137f,L,fr. Fr.,21494,47
21559,,X,see above,21491,48
21567,419,A,fr. Fr.,21498,66
21569,,B,,21501,48
21570,51,A,,21502,69
21583,419,A,,21515,81
21604,530,A,,21536,81
21605,530,A,,21537,81
21606,530,A,,21538,81
21608,344f,A,,21540,81
21610,344f,A,,21542,81
21612,344f,A,,21544,81
21615,,A,,21547,75
21617,,A,,21549,75
21618,1,A,,21550,77
21622,1,A,,21554,77
21626,1,A,,21558,77
21627,1,A,,21559,77
21631,1,A,,21563,77
21632,,A,,21564,48
21633,,B,,21565,48
21635,,B,,21567,48
21637,,B,,21569,48
21640,453,A,,21572,82
21641,453,A,,21573,82
21642,453,A,,21574,82
21643,453,A,,21575,82
21644,453,A,,21576,82
21650,411,A,,21582,82
21652,411,B,,21584,82
21653,,B,fr. Lat. IN?,21585,48
21664,,A,,21596,48
21666,,A,,21598,48
21667,,A,,21599,48
21668,,A,,21600,48
21670,,A,,21602,48
21682,,B,,21614,48
21515,506,A,,21446,79
21516,506,A,,21447,79
21680,359,A,,21612,77
21678,,A,"loanword from Germanic (OHG scina 'thin strip, shin'",21610,48
21519,,A,,21450,48
21684,453,A,,21616,69
21685,453,A,,21617,69
21713,,B,,21645,48
21726,,A,,21657,48
21730,,A,,21661,48
21731,,A,,21662,48
21733,489,A,,21664,80
21734,,A,,21665,76
21735,,A,,21666,76
21736,,A,,21667,76
21740,,A,,21671,48
21745,,A,,21676,48
21747,,B,,21678,48
21751,502,A,,21682,81
21754,502,A,,21685,81
21757,502,C,judgement relies on correctness of identified element TO,21688,81
21764,,B,,21695,48
21773,,B,,21704,48
49612,389,,,57359,83
21778,,B,,21709,48
21780,,B,,21711,48
21781,,B,,21712,48
21782,,B,,21713,48
21783,,B,,21714,48
21785,,B,,21716,48
21786,,B,,21717,48
21789,,B,,21720,48
21790,,B,,21721,48
21791,,B, could also go back to IE *peri 'across',21722,48
21793,,B, could also go back to IE *peri 'across',21724,48
21794,,B, could also go back to IE *peri 'across',21725,48
21802,,B, could also go back to IE *peri 'across',21733,48
21803,,B,could also go back to IE *peri 'across',21734,48
21806,,B,could also go back to IE *peri 'across',21737,48
21807,,B,,21738,48
21808,,B,prob. < Lat. QUID,21739,48
21812,,B,prob. < Lat. QUID,21743,48
21813,,B,prob. < Lat. QUID,21744,48
21815,,B,prob. < Lat. QUID,21746,48
21816,,B,prob. < Lat. QUID,21747,48
21818,,B,prob. < Lat. QUID,21749,48
21819,,B,,21750,48
21823,,B,,21754,48
21827,,B,,21758,48
21828,,B,,21759,48
21691,,A,,21623,47
21833,,A,,21764,81
21840,,A,,21771,81
21848,260,A,,21778,47
21858,260,A,,21788,47
21860,260,A,,21790,47
21861,260,A,,21791,47
21863,260,A,,21793,47
21855,260,A,"< ELPE (n.) < 'weak breath, pant' ",21785,47
21874,260,A,,21804,47
21877,260,A,,21807,47
21879,259,A,,21809,47
21922,,A,,21851,75
29975,,A,,21081,146
22079,,B,,22007,48
22085,1065,A,,22013,47
22088,,B,,22016,48
22089,,B,,22017,48
22090,513,A,,22018,69
22092,1071,A,,22020,47
22094,1071,A,,22022,47
49613,104,,,57368,83
22096,1071,A,,22024,47
22097,1071,A,,22025,47
22100,1071,A,,22028,47
22102,1071,A,,22030,47
22107,1071,A,,22035,47
22108,1071,A,,22036,47
22113,1071,A,,22040,47
22114,1071,A,,22041,47
22115,1071,A,,22042,47
22120,1071,L,"prob. from Slav., comp. TOČITI 'whet, grind'",22047,47
21920,,A,,21849,48
22050,1082,A,,21978,47
22051,1082,A,,21979,47
22068,,A,,21996,48
22129,19,A,,22056,47
22152,19,A,,22079,47
22163,,A,,22090,48
22164,,A,,22091,48
22165,,A,,22092,48
22225,904,A,,22152,80
22367,881,A,,22294,47
22369,881,A,,22296,47
22232,,A,,22159,48
22234,,A,,22161,48
22267,,A,,22194,48
22274,,A,,22201,48
29977,,A,,17236,146
22475,316,A,,22402,79
22488,680,A,,22415,47
22492,680,A,,22419,47
22493,680,A,,22420,47
22495,,A,,22422,48
22497,681,A,,22424,47
22498,,B,,22425,48
22499,,B,,22426,48
22500,,B,,22427,48
22442,245,A,,22369,47
22445,245,A,,22372,47
22462,,A,,22389,48
22465,526,A,,22392,47
22522,,A,,22449,48
22530,43,A,,22457,47
22531,43,A,,22458,47
22532,43,A,,22459,47
22542,43,A,,22469,47
22544,43,A,,22471,47
22545,43,A,,22472,47
22616,,B,,22543,48
22623,310,A,,22550,50
22637,42,A,,22564,47
22641,42,A,,22568,47
22652,677,A,,22579,47
22653,677,A,,22580,47
22656,677,A,,22582,47
22657,,A,,22583,48
22660,295,B,,22586,50
22662,,A,,22588,48
22663,,A,,22589,48
30542,286,A,,30291,50
22678,,A,,22604,48
22691,,A,,22617,48
22693,1184,A,,22619,66
22697,,A,,22623,48
22707,,A,,22633,48
22708,,A,,22634,48
22710,,A,,22636,48
22712,140,A,,22638,50
22735,,A,,22661,48
22736,,A,,22662,48
22748,,A,,22674,48
22750,,A,,22676,48
22757,520,A,,22683,47
22815,,A,,22741,48
22816,220,A,,22742,80
22817,,A,,22743,48
22822,112,A,,22748,50
22823,112,A,,22749,50
22845,,A,,22771,48
22846,,A,,22772,48
22848,,A,,22774,48
22851,,A,,22777,48
22852,,A,,22778,48
22853,,A,,22779,48
22857,,B,,22783,48
22860,,C,,22786,48
22861,292,A,,22787,69
22865,292,A,,22791,69
22866,292,B,,22792,69
22868,292,B,,22794,69
22869,292,B,,22795,69
22885,372,A,,22811,81
22887,372,A,,22813,81
22889,372,B,,22815,81
22892,372,A,,22818,81
22894,372,A,,22820,81
22896,372,A,,22822,81
22897,372,A,,22823,81
22899,372,C,,22825,81
22900,,B,,22826,48
22901,,B,,22827,48
22903,502,A,,22829,81
22907,418,A,,22833,75
22913,,A,,22839,48
22914,,B,,22840,48
22915,,A,,22841,48
22798,,A,,22724,48
22984,,A,,22910,48
30544,31,A,,30293,50
22960,29,A,,22886,76
22964,1073,A,,22890,47
22966,1073,A,,22892,47
22969,1072,A,,22895,47
22971,1072,A,,22897,47
22995,,A,,22921,48
22998,,A,,22924,48
23038,,A,,22964,48
23204,120,A,,23129,83
23210,740,A,,23135,47
23214,,A,,23139,48
23218,746,A,,23143,47
23220,746,A,,23145,47
23221,,A,,23146,48
23222,,A,,23147,48
23224,,B,,23149,48
23225,,A,,23150,48
23226,,A,,23151,48
23229,148,A,,23154,50
23295,,A,,23220,48
23296,96,A,,23221,47
23297,96,A,,23222,47
23298,96,A,,23223,47
23302,390,A,,23227,69
23306,390f,A,,23231,69
23312,,A,,23237,47
23313,,A,,23238,47
23315,,B,,23240,48
23316,,A,,23241,48
23317,,A,,23242,48
23318,,A,,23243,48
23319,101,A,,23244,66
23321,,A,,23246,48
23326,97,A,,23251,47
23327,97,A,,23252,47
23331,621f,A,,23256,69
23333,421f,A,,23258,69
23335,,B,,23260,48
23338,,A,,23263,48
23339,,A,,23264,48
23341,,A,,23266,48
23171,554,A,,23096,47
23195,553,A,,23120,47
23347,,A,,23272,48
23348,,A,,23273,48
23349,97,A,,23274,47
23351,97,A,,23276,47
23352,,B,,23277,48
23354,81,A,,23279,47
23401,522,A,,23326,69
23405,,B,,23330,48
23410,,B,,23335,48
23412,,B,,23337,48
23413,,B,,23338,48
23415,,B,,23340,48
23416,,B,,23341,48
23421,366,A,,23346,66
23422,,B,,23347,48
23428,,B,,23353,48
23429,,B,,23354,48
23431,,B,,23356,48
23432,,B,,23357,48
23434,,B,,23359,48
23437,,B,,23362,48
23443,229,A,,23368,81
23445,,C,,23370,48
23449,,B,,23374,48
23451,,B,,23376,48
23452,,B,,23377,48
23453,,B,,23378,48
23454,,B,,23379,48
23457,,B,,23382,48
23458,,B,,23383,48
23462,17f,A,,23387,82
23463,17f,A,,23388,82
23464,17f,A,,23389,82
23465,,A,,23390,48
23467,,A,,23392,48
23468,,A,,23393,48
23469,,A,,23394,48
23470,,A,,23395,48
23471,,A,,23396,48
23472,185,A,,23396,80
23476,,A,,23400,48
23486,477,A,,23410,69
23492,,A,,23416,48
23497,,B,,23421,48
23501,,B,,23425,48
23502,,B,,23426,48
23504,,B,,23428,48
23507,,C,,23431,48
23508,,C,,23432,48
23509,,B,,23433,48
23510,,B,,23434,48
23521,530,A,,23445,81
23522,530,A,,23446,81
23525,530,A,,23449,81
23527,530,A,,23451,81
23368,70,A,,23293,47
23369,,A,Latin loan probable,23294,48
23387,,A,,23312,48
23536,,A,,23460,48
23538,,A,,23462,48
23539,,A,,23463,48
23540,,A,,23464,48
23541,,A,,23465,48
23543,,A,,23467,48
23549,,A,,23473,48
23550,,A,,23474,48
23551,,A,,23475,48
23552,,A,,23476,48
23553,,A,,23477,48
23554,,A,,23478,48
23555,,A,,23479,48
23558,,A,,23482,48
23559,,A,,23483,48
23568,,A,,23492,48
23570,,A,,23494,48
23571,,B,add. prefix DAR-?,23495,48
23572,,A,,23496,48
23573,,A,,23497,48
23576,,A,,23500,48
23577,,A,,23501,48
23583,,A,,23507,48
23584,,A,,23508,48
23585,,A,,23509,48
23586,,A,,23510,48
23593,,A,,23517,48
23594,,A,,23518,48
23596,178,A,,23520,77
23597,178,A,,23521,77
23602,,A,,23526,48
23603,,A,,23527,48
23605,,A,,23529,48
23607,,B,,23531,48
23630,234,A,,23554,69
23633,,A,,23557,48
23650,,A,,23574,48
23655,,A,,23579,48
23657,,A,,23581,48
23662,,A,,23586,48
23726,,A,,23649,48
23727,,A,,23650,48
23734,,A,,23657,48
23744,,A,,23667,48
23757,867,A,,23680,47
23898,,A,"prob. nursury word, not necessarily cogn. with one another",23819,48
23901,,A,,23822,48
23909,,A,,23830,48
23914,,A,,23835,48
23946,24,A,,23867,47
24166,24,A,,24087,76
24167,24,A,,24088,76
24168,,A,,24089,48
24170,,A,,24091,48
24171,,A,,24092,48
24172,475,A,,24093,66
24181,,A,,24102,48
24182,,A,,24103,48
24194,,A,,24115,48
24196,,A,,24117,48
24197,,A,,24118,48
24198,,A,,24119,48
24203,,A,,24124,48
24204,,A,,24125,48
24205,,A,,24126,48
24208,,A,,24129,48
24209,,A,,24130,48
24210,,A,,24131,48
24214,,A,,24135,48
24215,,A,,24136,48
24218,,A,,24139,48
24190,,X,,24111,48
24191,,X,,24112,48
24193,,X,,24114,48
24192,,X,,24113,48
24186,,X,,24107,48
24220,,A,,24141,48
24221,,A,,24142,48
24222,,A,,24143,48
24223,,A,,24144,48
24224,,A,,24145,48
24225,,A,,24146,48
24067,,A,,23988,47
24072,334,A,,23993,69
24090,,A,,24011,48
24297,571,A,,24218,47
24306,,A,,24227,48
24317,,A,,24238,48
24321,572,A,,24242,47
24322,572,A,,24243,47
24338,571,A,,24259,47
24353,,A,,24274,48
24354,,A,,24275,48
24358,717,A,Buck indicates need for confirmation,24279,47
24383,,A,,24304,48
24450,,A,,24373,48
24267,,A,,24188,48
24487,,A,,24410,48
24493,,A,,24416,48
24494,,A,,24417,48
24498,,B,,24421,48
24500,,A,,24423,48
24506,550,A,,24429,47
24515,550,A,,24438,47
24517,549,L,cf. NHG SCHNUR,24440,47
24522,,A,,24445,48
24525,,A,,24448,48
24528,,L,borrowing likely,24451,48
24529,,L,prob. fr. Germanic,24452,48
24530,,A,,24453,48
24531,,A,,24454,48
24533,550,A,,24456,47
24534,550,A,,24457,47
24535,550,A,,24458,47
24536,550,A,,24459,47
24537,,A,,24460,48
24538,,A,,24461,48
24539,,A,,24462,48
24540,,A,,24463,48
24541,,L,borrowing prob.,24464,48
24542,,A,,24465,48
24637,,A,,24560,48
24454,,A,cognacy with Skt. term is not entirely sure (Turner 1931: 307),24377,48
24472,865,A,,24395,47
24473,,A,"prob. rather 'fair, just', comp. NHG GERECHT",24396,48
24476,,A,,24399,48
24553,121,A,,24476,76
24643,155,A,,24566,69
24647,155,A,,24570,69
24649,,A,,24572,48
24655,569,A,,24578,47
24658,569,A,,24581,47
24659,569,A,,24582,47
24660,569,A,,24583,47
24663,,A,,24586,48
24665,,A,,24588,48
24672,,A,,24595,48
24675,,B,,24598,48
24824,139,A,,24748,69
24834,,A,,24758,48
24837,,A,,24761,48
24873,,A,,24797,48
30555,181,A,,30304,50
24882,,A,,24805,48
24895,,A,,24818,48
24899,,A,,24822,48
25161,,X,,25084,48
25103,,B,,25026,48
25104,,B,,25027,48
25110,,A,,25033,48
25111,1487,A,,25034,66
25122,105,B,"Turner gives Skt. KÁŚ CIT and KÁSYAH CIT (gen.) as linking lexemes, KÁSYAH in turn is connected to IE *kwós by Mallory (2008: 419)",25045,69
25123,105,A,,25046,69
25127,67,B,,25050,69
25128,67,B,,25051,69
25129,67,B,,25052,69
25130,67,B,,25053,69
25132,,C,,25055,48
25136,,B,,25059,48
25142,,B,if derived fr. Slav *kЪto 'who' (Derksen 2008: 264),25065,48
25143,,B,if derived fr. Slav *kЪto 'who' (Derksen 2008: 264),25066,48
25153,,B,if derived fr. Slav *kЪto 'who' (Derksen 2008: 264),25076,48
25155,,B,if derived fr. Slav *kЪto 'who' (Derksen 2008: 264),25078,48
25156,,A,,25079,48
25023,1069,A,,24946,47
25029,,A,,24952,48
25037,1068,A,,24960,47
25057,,A,,24980,48
25072,,A,,24995,48
25081,195,A,,25004,47
25085,,A,,25008,48
25090,637,A,,25013,69
25032,,A,,24955,48
25164,,A,,25087,48
25167,,A,,25090,48
25168,,A,,25091,48
25169,,A,,25092,48
25174,,A,,25097,48
25175,,A,,25098,48
25176,,A,,25099,48
25177,,A,,25100,48
25178,,A,,25101,48
25179,,A,,25102,48
25188,,C,,25111,48
25189,,C,,25112,48
25195,,B,,25118,48
25197,,B,,25120,48
25205,,B,,25127,48
25206,,B,,25128,48
25208,,B,,25130,48
25209,,B,,25131,48
25210,,B,,25132,48
25211,,A,,25133,48
25212,,A,,25134,48
25213,,B,,25135,48
25214,,B,,25136,48
25160,,X,,25083,48
25244,36,A,,25166,76
25245,36,A,,25167,76
25248,,A,,25170,48
25250,564,A,,25172,47
25255,,A,,25177,48
25258,,A,,25180,48
25261,,A,,25183,48
25263,,B,,25185,48
25264,,B,,25186,48
25266,,C,,25188,48
